prompt_index,surface,layer_index,base_position,final_position,strict_set_leaving,top1_count
0,post_block_residual_block_output,0,100,20000,0.4878048780487805,41
0,post_block_residual_block_output,1,100,20000,0.4878048780487805,41
0,post_block_residual_block_output,2,100,20000,0.4878048780487805,41
0,post_block_residual_block_output,3,100,20000,0.4878048780487805,41
0,post_block_residual_block_output,4,100,20000,0.46341463414634143,41
0,post_block_residual_block_output,5,100,20000,0.5121951219512195,41
0,post_block_residual_block_output,6,100,20000,0.5121951219512195,41
0,post_block_residual_block_output,7,100,20000,0.5853658536585367,41
0,post_block_residual_block_output,8,100,20000,0.5121951219512195,41
0,post_block_residual_block_output,9,100,20000,0.5365853658536586,41
0,post_block_residual_block_output,10,100,20000,0.5609756097560976,41
0,post_block_residual_block_output,11,100,20000,0.5853658536585367,41
0,post_block_residual_block_output,12,100,20000,0.6097560975609756,41
0,post_block_residual_block_output,13,100,20000,0.5853658536585367,41
0,post_block_residual_block_output,14,100,20000,0.5365853658536586,41
0,post_block_residual_block_output,15,100,20000,0.5609756097560976,41
0,post_block_residual_block_output,16,100,20000,0.5365853658536586,41
0,post_block_residual_block_output,17,100,20000,0.4878048780487805,41
0,post_block_residual_block_output,18,100,20000,0.5121951219512195,41
0,post_block_residual_block_output,19,100,20000,0.4878048780487805,41
0,post_block_residual_block_output,20,100,20000,0.4878048780487805,41
0,post_block_residual_block_output,21,100,20000,0.4878048780487805,41
0,post_block_residual_block_output,22,100,20000,0.4878048780487805,41
0,post_block_residual_block_output,23,100,20000,0.46341463414634143,41
0,post_block_residual_block_output,24,100,20000,0.5365853658536586,41
0,post_block_residual_block_output,25,100,20000,0.46341463414634143,41
0,post_block_residual_block_output,26,100,20000,0.4878048780487805,41
0,post_block_residual_block_output,27,100,20000,0.5609756097560976,41
0,post_block_residual_block_output,28,100,20000,0.6341463414634146,41
0,post_block_residual_block_output,29,100,20000,0.6341463414634146,41
0,post_block_residual_block_output,30,100,20000,0.5853658536585367,41
0,post_block_residual_block_output,31,100,20000,0.5365853658536586,41
0,post_block_residual_block_output,32,100,20000,0.5853658536585367,41
0,post_block_residual_block_output,33,100,20000,0.5609756097560976,41
0,post_block_residual_block_output,34,100,20000,0.5853658536585367,41
0,post_block_residual_block_output,35,100,20000,0.6097560975609756,41
0,post_block_residual_block_output,36,100,20000,0.6341463414634146,41
0,post_block_residual_block_output,37,100,20000,0.6097560975609756,41
0,post_block_residual_block_output,38,100,20000,0.6829268292682926,41
0,post_block_residual_block_output,39,100,20000,0.46341463414634143,41
0,ssm_BC_generation_concat_after_conv,0,100,20000,0.0,3
0,ssm_BC_generation_concat_after_conv,1,100,20000,0.33333333333333337,3
0,ssm_BC_generation_concat_after_conv,2,100,20000,0.33333333333333337,3
0,ssm_BC_generation_concat_after_conv,3,100,20000,0.0,3
0,ssm_BC_generation_concat_after_conv,4,100,20000,0.33333333333333337,3
0,ssm_BC_generation_concat_after_conv,6,100,20000,0.6666666666666667,3
0,ssm_BC_generation_concat_after_conv,7,100,20000,0.33333333333333337,3
0,ssm_BC_generation_concat_after_conv,8,100,20000,0.6666666666666667,3
0,ssm_BC_generation_concat_after_conv,9,100,20000,0.6666666666666667,3
0,ssm_BC_generation_concat_after_conv,10,100,20000,0.33333333333333337,3
0,ssm_BC_generation_concat_after_conv,11,100,20000,1.0,3
0,ssm_BC_generation_concat_after_conv,12,100,20000,0.6666666666666667,3
0,ssm_BC_generation_concat_after_conv,13,100,20000,1.0,3
0,ssm_BC_generation_concat_after_conv,14,100,20000,1.0,3
0,ssm_BC_generation_concat_after_conv,16,100,20000,0.6666666666666667,3
0,ssm_BC_generation_concat_after_conv,17,100,20000,0.33333333333333337,3
0,ssm_BC_generation_concat_after_conv,18,100,20000,0.6666666666666667,3
0,ssm_BC_generation_concat_after_conv,19,100,20000,1.0,3
0,ssm_BC_generation_concat_after_conv,20,100,20000,0.6666666666666667,3
0,ssm_BC_generation_concat_after_conv,21,100,20000,1.0,3
0,ssm_BC_generation_concat_after_conv,22,100,20000,0.33333333333333337,3
0,ssm_BC_generation_concat_after_conv,23,100,20000,0.6666666666666667,3
0,ssm_BC_generation_concat_after_conv,24,100,20000,0.6666666666666667,3
0,ssm_BC_generation_concat_after_conv,26,100,20000,0.6666666666666667,3
0,ssm_BC_generation_concat_after_conv,27,100,20000,0.6666666666666667,3
0,ssm_BC_generation_concat_after_conv,28,100,20000,0.6666666666666667,3
0,ssm_BC_generation_concat_after_conv,29,100,20000,0.6666666666666667,3
0,ssm_BC_generation_concat_after_conv,30,100,20000,1.0,3
0,ssm_BC_generation_concat_after_conv,31,100,20000,1.0,3
0,ssm_BC_generation_concat_after_conv,32,100,20000,1.0,3
0,ssm_BC_generation_concat_after_conv,33,100,20000,0.6666666666666667,3
0,ssm_BC_generation_concat_after_conv,34,100,20000,1.0,3
0,ssm_BC_generation_concat_after_conv,36,100,20000,0.6666666666666667,3
0,ssm_BC_generation_concat_after_conv,37,100,20000,0.6666666666666667,3
0,ssm_BC_generation_concat_after_conv,38,100,20000,1.0,3
0,ssm_BC_generation_concat_after_conv,39,100,20000,0.6666666666666667,3
0,ssm_B_generation_after_conv,0,100,20000,0.0,2
0,ssm_B_generation_after_conv,1,100,20000,0.5,2
0,ssm_B_generation_after_conv,2,100,20000,0.0,2
0,ssm_B_generation_after_conv,3,100,20000,0.0,2
0,ssm_B_generation_after_conv,4,100,20000,0.5,2
0,ssm_B_generation_after_conv,6,100,20000,0.0,2
0,ssm_B_generation_after_conv,7,100,20000,0.0,2
0,ssm_B_generation_after_conv,8,100,20000,0.5,2
0,ssm_B_generation_after_conv,9,100,20000,0.5,2
0,ssm_B_generation_after_conv,10,100,20000,0.5,2
0,ssm_B_generation_after_conv,11,100,20000,1.0,2
0,ssm_B_generation_after_conv,12,100,20000,1.0,2
0,ssm_B_generation_after_conv,13,100,20000,1.0,2
0,ssm_B_generation_after_conv,14,100,20000,1.0,2
0,ssm_B_generation_after_conv,16,100,20000,1.0,2
0,ssm_B_generation_after_conv,17,100,20000,0.5,2
0,ssm_B_generation_after_conv,18,100,20000,0.5,2
0,ssm_B_generation_after_conv,19,100,20000,1.0,2
0,ssm_B_generation_after_conv,20,100,20000,0.5,2
0,ssm_B_generation_after_conv,21,100,20000,1.0,2
0,ssm_B_generation_after_conv,22,100,20000,1.0,2
0,ssm_B_generation_after_conv,23,100,20000,0.5,2
0,ssm_B_generation_after_conv,24,100,20000,1.0,2
0,ssm_B_generation_after_conv,26,100,20000,0.5,2
0,ssm_B_generation_after_conv,27,100,20000,0.0,2
0,ssm_B_generation_after_conv,28,100,20000,1.0,2
0,ssm_B_generation_after_conv,29,100,20000,0.5,2
0,ssm_B_generation_after_conv,30,100,20000,1.0,2
0,ssm_B_generation_after_conv,31,100,20000,0.5,2
0,ssm_B_generation_after_conv,32,100,20000,1.0,2
0,ssm_B_generation_after_conv,33,100,20000,1.0,2
0,ssm_B_generation_after_conv,34,100,20000,1.0,2
0,ssm_B_generation_after_conv,36,100,20000,0.0,2
0,ssm_B_generation_after_conv,37,100,20000,0.5,2
0,ssm_B_generation_after_conv,38,100,20000,1.0,2
0,ssm_B_generation_after_conv,39,100,20000,0.5,2
0,ssm_C_generation_after_conv,0,100,20000,0.0,2
0,ssm_C_generation_after_conv,1,100,20000,0.0,2
0,ssm_C_generation_after_conv,2,100,20000,0.0,2
0,ssm_C_generation_after_conv,3,100,20000,0.0,2
0,ssm_C_generation_after_conv,4,100,20000,0.0,2
0,ssm_C_generation_after_conv,6,100,20000,1.0,2
0,ssm_C_generation_after_conv,7,100,20000,0.5,2
0,ssm_C_generation_after_conv,8,100,20000,1.0,2
0,ssm_C_generation_after_conv,9,100,20000,0.0,2
0,ssm_C_generation_after_conv,10,100,20000,0.5,2
0,ssm_C_generation_after_conv,11,100,20000,0.5,2
0,ssm_C_generation_after_conv,12,100,20000,0.5,2
0,ssm_C_generation_after_conv,13,100,20000,1.0,2
0,ssm_C_generation_after_conv,14,100,20000,1.0,2
0,ssm_C_generation_after_conv,16,100,20000,0.5,2
0,ssm_C_generation_after_conv,17,100,20000,0.5,2
0,ssm_C_generation_after_conv,18,100,20000,0.5,2
0,ssm_C_generation_after_conv,19,100,20000,0.5,2
0,ssm_C_generation_after_conv,20,100,20000,0.5,2
0,ssm_C_generation_after_conv,21,100,20000,1.0,2
0,ssm_C_generation_after_conv,22,100,20000,0.0,2
0,ssm_C_generation_after_conv,23,100,20000,0.5,2
0,ssm_C_generation_after_conv,24,100,20000,0.0,2
0,ssm_C_generation_after_conv,26,100,20000,1.0,2
0,ssm_C_generation_after_conv,27,100,20000,0.5,2
0,ssm_C_generation_after_conv,28,100,20000,0.5,2
0,ssm_C_generation_after_conv,29,100,20000,0.5,2
0,ssm_C_generation_after_conv,30,100,20000,0.5,2
0,ssm_C_generation_after_conv,31,100,20000,1.0,2
0,ssm_C_generation_after_conv,32,100,20000,1.0,2
0,ssm_C_generation_after_conv,33,100,20000,0.5,2
0,ssm_C_generation_after_conv,34,100,20000,0.5,2
0,ssm_C_generation_after_conv,36,100,20000,0.5,2
0,ssm_C_generation_after_conv,37,100,20000,0.5,2
0,ssm_C_generation_after_conv,38,100,20000,1.0,2
0,ssm_C_generation_after_conv,39,100,20000,0.5,2
0,ssm_input_after_conv,0,100,20000,0.12195121951219512,82
0,ssm_input_after_conv,1,100,20000,0.09756097560975607,82
0,ssm_input_after_conv,2,100,20000,0.08536585365853655,82
0,ssm_input_after_conv,3,100,20000,0.5,82
0,ssm_input_after_conv,4,100,20000,0.5609756097560976,82
0,ssm_input_after_conv,6,100,20000,0.5121951219512195,82
0,ssm_input_after_conv,7,100,20000,0.4024390243902439,82
0,ssm_input_after_conv,8,100,20000,0.5487804878048781,82
0,ssm_input_after_conv,9,100,20000,0.5121951219512195,82
0,ssm_input_after_conv,10,100,20000,0.5,82
0,ssm_input_after_conv,11,100,20000,0.5365853658536586,82
0,ssm_input_after_conv,12,100,20000,0.4512195121951219,82
0,ssm_input_after_conv,13,100,20000,0.4390243902439024,82
0,ssm_input_after_conv,14,100,20000,0.5731707317073171,82
0,ssm_input_after_conv,16,100,20000,0.46341463414634143,82
0,ssm_input_after_conv,17,100,20000,0.47560975609756095,82
0,ssm_input_after_conv,18,100,20000,0.5731707317073171,82
0,ssm_input_after_conv,19,100,20000,0.5609756097560976,82
0,ssm_input_after_conv,20,100,20000,0.5121951219512195,82
0,ssm_input_after_conv,21,100,20000,0.46341463414634143,82
0,ssm_input_after_conv,22,100,20000,0.5609756097560976,82
0,ssm_input_after_conv,23,100,20000,0.4024390243902439,82
0,ssm_input_after_conv,24,100,20000,0.36585365853658536,82
0,ssm_input_after_conv,26,100,20000,0.524390243902439,82
0,ssm_input_after_conv,27,100,20000,0.5121951219512195,82
0,ssm_input_after_conv,28,100,20000,0.4024390243902439,82
0,ssm_input_after_conv,29,100,20000,0.5731707317073171,82
0,ssm_input_after_conv,30,100,20000,0.5487804878048781,82
0,ssm_input_after_conv,31,100,20000,0.5609756097560976,82
0,ssm_input_after_conv,32,100,20000,0.524390243902439,82
0,ssm_input_after_conv,33,100,20000,0.6341463414634146,82
0,ssm_input_after_conv,34,100,20000,0.426829268292683,82
0,ssm_input_after_conv,36,100,20000,0.6585365853658536,82
0,ssm_input_after_conv,37,100,20000,0.6951219512195121,82
0,ssm_input_after_conv,38,100,20000,0.6463414634146342,82
0,ssm_input_after_conv,39,100,20000,0.4390243902439024,82
1,attention_out_projection_input,5,100,20000,0.6341463414634146,41
1,attention_out_projection_input,15,100,20000,0.7560975609756098,41
1,attention_out_projection_input,25,100,20000,0.9512195121951219,41
1,attention_out_projection_input,35,100,20000,0.975609756097561,41
1,mamba_out_projection_input,0,100,20000,0.6707317073170731,82
1,mamba_out_projection_input,1,100,20000,0.9634146341463414,82
1,mamba_out_projection_input,2,100,20000,0.9634146341463414,82
1,mamba_out_projection_input,3,100,20000,0.9146341463414634,82
1,mamba_out_projection_input,4,100,20000,1.0,82
1,mamba_out_projection_input,6,100,20000,0.9390243902439024,82
1,mamba_out_projection_input,7,100,20000,0.9512195121951219,82
1,mamba_out_projection_input,8,100,20000,0.9512195121951219,82
1,mamba_out_projection_input,9,100,20000,0.975609756097561,82
1,mamba_out_projection_input,10,100,20000,0.926829268292683,82
1,mamba_out_projection_input,11,100,20000,0.9390243902439024,82
1,mamba_out_projection_input,12,100,20000,0.9024390243902439,82
1,mamba_out_projection_input,13,100,20000,0.8902439024390244,82
1,mamba_out_projection_input,14,100,20000,0.8048780487804879,82
1,mamba_out_projection_input,16,100,20000,0.9390243902439024,82
1,mamba_out_projection_input,17,100,20000,0.9512195121951219,82
1,mamba_out_projection_input,18,100,20000,0.8902439024390244,82
1,mamba_out_projection_input,19,100,20000,0.8658536585365854,82
1,mamba_out_projection_input,20,100,20000,0.926829268292683,82
1,mamba_out_projection_input,21,100,20000,0.9024390243902439,82
1,mamba_out_projection_input,22,100,20000,0.9390243902439024,82
1,mamba_out_projection_input,23,100,20000,0.9390243902439024,82
1,mamba_out_projection_input,24,100,20000,0.8658536585365854,82
1,mamba_out_projection_input,26,100,20000,0.8414634146341463,82
1,mamba_out_projection_input,27,100,20000,0.7926829268292683,82
1,mamba_out_projection_input,28,100,20000,0.8780487804878049,82
1,mamba_out_projection_input,29,100,20000,0.7195121951219512,82
1,mamba_out_projection_input,30,100,20000,0.8658536585365854,82
1,mamba_out_projection_input,31,100,20000,0.8292682926829268,82
1,mamba_out_projection_input,32,100,20000,0.7439024390243902,82
1,mamba_out_projection_input,33,100,20000,0.7682926829268293,82
1,mamba_out_projection_input,34,100,20000,0.7317073170731707,82
1,mamba_out_projection_input,36,100,20000,0.7804878048780488,82
1,mamba_out_projection_input,37,100,20000,0.7682926829268293,82
1,mamba_out_projection_input,38,100,20000,0.7439024390243902,82
1,mamba_out_projection_input,39,100,20000,0.6951219512195121,82
1,post_block_residual_block_output,0,100,20000,0.6829268292682926,41
1,post_block_residual_block_output,1,100,20000,0.6097560975609756,41
1,post_block_residual_block_output,2,100,20000,0.6585365853658536,41
1,post_block_residual_block_output,3,100,20000,0.5853658536585367,41
1,post_block_residual_block_output,4,100,20000,0.5853658536585367,41
1,post_block_residual_block_output,5,100,20000,0.5609756097560976,41
1,post_block_residual_block_output,6,100,20000,0.5365853658536586,41
1,post_block_residual_block_output,7,100,20000,0.5609756097560976,41
1,post_block_residual_block_output,8,100,20000,0.5853658536585367,41
1,post_block_residual_block_output,9,100,20000,0.4878048780487805,41
1,post_block_residual_block_output,10,100,20000,0.4878048780487805,41
1,post_block_residual_block_output,11,100,20000,0.5609756097560976,41
1,post_block_residual_block_output,12,100,20000,0.4878048780487805,41
1,post_block_residual_block_output,13,100,20000,0.5365853658536586,41
1,post_block_residual_block_output,14,100,20000,0.5365853658536586,41
1,post_block_residual_block_output,15,100,20000,0.5365853658536586,41
1,post_block_residual_block_output,16,100,20000,0.5121951219512195,41
1,post_block_residual_block_output,17,100,20000,0.46341463414634143,41
1,post_block_residual_block_output,18,100,20000,0.4878048780487805,41
1,post_block_residual_block_output,19,100,20000,0.5121951219512195,41
1,post_block_residual_block_output,20,100,20000,0.5365853658536586,41
1,post_block_residual_block_output,21,100,20000,0.5121951219512195,41
1,post_block_residual_block_output,22,100,20000,0.4390243902439024,41
1,post_block_residual_block_output,23,100,20000,0.5121951219512195,41
1,post_block_residual_block_output,24,100,20000,0.5121951219512195,41
1,post_block_residual_block_output,25,100,20000,0.5365853658536586,41
1,post_block_residual_block_output,26,100,20000,0.5853658536585367,41
1,post_block_residual_block_output,27,100,20000,0.5365853658536586,41
1,post_block_residual_block_output,28,100,20000,0.5121951219512195,41
1,post_block_residual_block_output,29,100,20000,0.5609756097560976,41
1,post_block_residual_block_output,30,100,20000,0.5609756097560976,41
1,post_block_residual_block_output,31,100,20000,0.5609756097560976,41
1,post_block_residual_block_output,32,100,20000,0.5609756097560976,41
1,post_block_residual_block_output,33,100,20000,0.5853658536585367,41
1,post_block_residual_block_output,34,100,20000,0.5365853658536586,41
1,post_block_residual_block_output,35,100,20000,0.6097560975609756,41
1,post_block_residual_block_output,36,100,20000,0.6097560975609756,41
1,post_block_residual_block_output,37,100,20000,0.6341463414634146,41
1,post_block_residual_block_output,38,100,20000,0.5365853658536586,41
1,post_block_residual_block_output,39,100,20000,0.6341463414634146,41
1,ssm_BC_generation_concat_after_conv,0,100,20000,0.6666666666666667,3
1,ssm_BC_generation_concat_after_conv,1,100,20000,0.33333333333333337,3
1,ssm_BC_generation_concat_after_conv,2,100,20000,0.33333333333333337,3
1,ssm_BC_generation_concat_after_conv,3,100,20000,0.6666666666666667,3
1,ssm_BC_generation_concat_after_conv,4,100,20000,0.33333333333333337,3
1,ssm_BC_generation_concat_after_conv,6,100,20000,0.6666666666666667,3
1,ssm_BC_generation_concat_after_conv,7,100,20000,0.0,3
1,ssm_BC_generation_concat_after_conv,8,100,20000,0.6666666666666667,3
1,ssm_BC_generation_concat_after_conv,9,100,20000,0.33333333333333337,3
1,ssm_BC_generation_concat_after_conv,10,100,20000,0.33333333333333337,3
1,ssm_BC_generation_concat_after_conv,11,100,20000,0.6666666666666667,3
1,ssm_BC_generation_concat_after_conv,12,100,20000,0.6666666666666667,3
1,ssm_BC_generation_concat_after_conv,13,100,20000,0.6666666666666667,3
1,ssm_BC_generation_concat_after_conv,14,100,20000,1.0,3
1,ssm_BC_generation_concat_after_conv,16,100,20000,0.33333333333333337,3
1,ssm_BC_generation_concat_after_conv,17,100,20000,0.33333333333333337,3
1,ssm_BC_generation_concat_after_conv,18,100,20000,0.33333333333333337,3
1,ssm_BC_generation_concat_after_conv,19,100,20000,0.33333333333333337,3
1,ssm_BC_generation_concat_after_conv,20,100,20000,0.6666666666666667,3
1,ssm_BC_generation_concat_after_conv,21,100,20000,0.6666666666666667,3
1,ssm_BC_generation_concat_after_conv,22,100,20000,0.33333333333333337,3
1,ssm_BC_generation_concat_after_conv,23,100,20000,0.6666666666666667,3
1,ssm_BC_generation_concat_after_conv,24,100,20000,0.0,3
1,ssm_BC_generation_concat_after_conv,26,100,20000,1.0,3
1,ssm_BC_generation_concat_after_conv,27,100,20000,0.6666666666666667,3
1,ssm_BC_generation_concat_after_conv,28,100,20000,0.6666666666666667,3
1,ssm_BC_generation_concat_after_conv,29,100,20000,0.6666666666666667,3
1,ssm_BC_generation_concat_after_conv,30,100,20000,0.6666666666666667,3
1,ssm_BC_generation_concat_after_conv,31,100,20000,0.6666666666666667,3
1,ssm_BC_generation_concat_after_conv,32,100,20000,1.0,3
1,ssm_BC_generation_concat_after_conv,33,100,20000,0.33333333333333337,3
1,ssm_BC_generation_concat_after_conv,34,100,20000,0.6666666666666667,3
1,ssm_BC_generation_concat_after_conv,36,100,20000,0.33333333333333337,3
1,ssm_BC_generation_concat_after_conv,37,100,20000,1.0,3
1,ssm_BC_generation_concat_after_conv,38,100,20000,0.6666666666666667,3
1,ssm_BC_generation_concat_after_conv,39,100,20000,0.33333333333333337,3
1,ssm_B_generation_after_conv,0,100,20000,0.5,2
1,ssm_B_generation_after_conv,1,100,20000,0.5,2
1,ssm_B_generation_after_conv,2,100,20000,0.0,2
1,ssm_B_generation_after_conv,3,100,20000,0.5,2
1,ssm_B_generation_after_conv,4,100,20000,1.0,2
1,ssm_B_generation_after_conv,6,100,20000,0.5,2
1,ssm_B_generation_after_conv,7,100,20000,0.0,2
1,ssm_B_generation_after_conv,8,100,20000,0.0,2
1,ssm_B_generation_after_conv,9,100,20000,0.5,2
1,ssm_B_generation_after_conv,10,100,20000,0.5,2
1,ssm_B_generation_after_conv,11,100,20000,1.0,2
1,ssm_B_generation_after_conv,12,100,20000,0.5,2
1,ssm_B_generation_after_conv,13,100,20000,1.0,2
1,ssm_B_generation_after_conv,14,100,20000,1.0,2
1,ssm_B_generation_after_conv,16,100,20000,0.5,2
1,ssm_B_generation_after_conv,17,100,20000,0.5,2
1,ssm_B_generation_after_conv,18,100,20000,0.5,2
1,ssm_B_generation_after_conv,19,100,20000,0.5,2
1,ssm_B_generation_after_conv,20,100,20000,0.5,2
1,ssm_B_generation_after_conv,21,100,20000,1.0,2
1,ssm_B_generation_after_conv,22,100,20000,0.5,2
1,ssm_B_generation_after_conv,23,100,20000,0.5,2
1,ssm_B_generation_after_conv,24,100,20000,1.0,2
1,ssm_B_generation_after_conv,26,100,20000,1.0,2
1,ssm_B_generation_after_conv,27,100,20000,0.5,2
1,ssm_B_generation_after_conv,28,100,20000,1.0,2
1,ssm_B_generation_after_conv,29,100,20000,1.0,2
1,ssm_B_generation_after_conv,30,100,20000,1.0,2
1,ssm_B_generation_after_conv,31,100,20000,0.5,2
1,ssm_B_generation_after_conv,32,100,20000,1.0,2
1,ssm_B_generation_after_conv,33,100,20000,0.5,2
1,ssm_B_generation_after_conv,34,100,20000,0.5,2
1,ssm_B_generation_after_conv,36,100,20000,0.5,2
1,ssm_B_generation_after_conv,37,100,20000,1.0,2
1,ssm_B_generation_after_conv,38,100,20000,1.0,2
1,ssm_B_generation_after_conv,39,100,20000,0.0,2
1,ssm_C_generation_after_conv,0,100,20000,0.5,2
1,ssm_C_generation_after_conv,1,100,20000,0.5,2
1,ssm_C_generation_after_conv,2,100,20000,0.0,2
1,ssm_C_generation_after_conv,3,100,20000,1.0,2
1,ssm_C_generation_after_conv,4,100,20000,0.0,2
1,ssm_C_generation_after_conv,6,100,20000,0.0,2
1,ssm_C_generation_after_conv,7,100,20000,0.5,2
1,ssm_C_generation_after_conv,8,100,20000,1.0,2
1,ssm_C_generation_after_conv,9,100,20000,0.0,2
1,ssm_C_generation_after_conv,10,100,20000,0.5,2
1,ssm_C_generation_after_conv,11,100,20000,0.5,2
1,ssm_C_generation_after_conv,12,100,20000,0.5,2
1,ssm_C_generation_after_conv,13,100,20000,0.5,2
1,ssm_C_generation_after_conv,14,100,20000,1.0,2
1,ssm_C_generation_after_conv,16,100,20000,0.5,2
1,ssm_C_generation_after_conv,17,100,20000,0.0,2
1,ssm_C_generation_after_conv,18,100,20000,0.5,2
1,ssm_C_generation_after_conv,19,100,20000,0.5,2
1,ssm_C_generation_after_conv,20,100,20000,0.5,2
1,ssm_C_generation_after_conv,21,100,20000,0.5,2
1,ssm_C_generation_after_conv,22,100,20000,0.0,2
1,ssm_C_generation_after_conv,23,100,20000,1.0,2
1,ssm_C_generation_after_conv,24,100,20000,0.0,2
1,ssm_C_generation_after_conv,26,100,20000,1.0,2
1,ssm_C_generation_after_conv,27,100,20000,0.5,2
1,ssm_C_generation_after_conv,28,100,20000,0.5,2
1,ssm_C_generation_after_conv,29,100,20000,0.5,2
1,ssm_C_generation_after_conv,30,100,20000,0.5,2
1,ssm_C_generation_after_conv,31,100,20000,0.0,2
1,ssm_C_generation_after_conv,32,100,20000,0.5,2
1,ssm_C_generation_after_conv,33,100,20000,0.5,2
1,ssm_C_generation_after_conv,34,100,20000,0.5,2
1,ssm_C_generation_after_conv,36,100,20000,0.0,2
1,ssm_C_generation_after_conv,37,100,20000,0.5,2
1,ssm_C_generation_after_conv,38,100,20000,0.5,2
1,ssm_C_generation_after_conv,39,100,20000,1.0,2
1,ssm_input_after_conv,0,100,20000,0.41463414634146345,82
1,ssm_input_after_conv,1,100,20000,0.20731707317073167,82
1,ssm_input_after_conv,2,100,20000,0.23170731707317072,82
1,ssm_input_after_conv,3,100,20000,0.5,82
1,ssm_input_after_conv,4,100,20000,0.5,82
1,ssm_input_after_conv,6,100,20000,0.5609756097560976,82
1,ssm_input_after_conv,7,100,20000,0.5609756097560976,82
1,ssm_input_after_conv,8,100,20000,0.5365853658536586,82
1,ssm_input_after_conv,9,100,20000,0.5365853658536586,82
1,ssm_input_after_conv,10,100,20000,0.5853658536585367,82
1,ssm_input_after_conv,11,100,20000,0.5487804878048781,82
1,ssm_input_after_conv,12,100,20000,0.4390243902439024,82
1,ssm_input_after_conv,13,100,20000,0.3902439024390244,82
1,ssm_input_after_conv,14,100,20000,0.524390243902439,82
1,ssm_input_after_conv,16,100,20000,0.35365853658536583,82
1,ssm_input_after_conv,17,100,20000,0.5121951219512195,82
1,ssm_input_after_conv,18,100,20000,0.5853658536585367,82
1,ssm_input_after_conv,19,100,20000,0.46341463414634143,82
1,ssm_input_after_conv,20,100,20000,0.5609756097560976,82
1,ssm_input_after_conv,21,100,20000,0.4878048780487805,82
1,ssm_input_after_conv,22,100,20000,0.5487804878048781,82
1,ssm_input_after_conv,23,100,20000,0.5487804878048781,82
1,ssm_input_after_conv,24,100,20000,0.4024390243902439,82
1,ssm_input_after_conv,26,100,20000,0.5365853658536586,82
1,ssm_input_after_conv,27,100,20000,0.5121951219512195,82
1,ssm_input_after_conv,28,100,20000,0.4390243902439024,82
1,ssm_input_after_conv,29,100,20000,0.5731707317073171,82
1,ssm_input_after_conv,30,100,20000,0.5,82
1,ssm_input_after_conv,31,100,20000,0.4390243902439024,82
1,ssm_input_after_conv,32,100,20000,0.5365853658536586,82
1,ssm_input_after_conv,33,100,20000,0.524390243902439,82
1,ssm_input_after_conv,34,100,20000,0.31707317073170727,82
1,ssm_input_after_conv,36,100,20000,0.5487804878048781,82
1,ssm_input_after_conv,37,100,20000,0.5731707317073171,82
1,ssm_input_after_conv,38,100,20000,0.524390243902439,82
