split,variant,seed,pass_gate,matched_accuracy,target_accuracy,same_byte_structured_text_accuracy,best_destructive_control,best_destructive_control_accuracy,candidate_derangement_accuracy,matched_minus_target,matched_minus_best_destructive,matched_minus_same_byte_text,paired_ci95_low_vs_target
test,spectral_bin_permutation,47,False,0.2645051194539249,0.26535836177474403,0.3003412969283277,candidate_derangement,0.2858361774744027,0.2858361774744027,-0.0008532423208191253,-0.0213310580204778,-0.035836177474402764,-0.03628412969283276
test,spectral_bin_permutation,53,False,0.28242320819112626,0.26535836177474403,0.3003412969283277,zero_source,0.26535836177474403,0.25341296928327645,0.01706484641638223,0.01706484641638223,-0.01791808873720141,-0.020925767918088735
test,spectral_bin_permutation,59,False,0.2721843003412969,0.26535836177474403,0.3003412969283277,shuffled_source_packet,0.2764505119453925,0.2440273037542662,0.0068259385665528916,-0.004266211604095571,-0.028156996587030747,-0.030759385665529007
test,spectral_bin_permutation,61,False,0.257679180887372,0.26535836177474403,0.3003412969283277,target_derived_sidecar,0.26706484641638223,0.2593856655290102,-0.007679180887372017,-0.009385665529010212,-0.042662116040955655,-0.04778156996587031
test,spectral_bin_permutation,67,False,0.26109215017064846,0.26535836177474403,0.3003412969283277,zero_source,0.26535836177474403,0.23293515358361774,-0.004266211604095571,-0.004266211604095571,-0.03924914675767921,-0.0388438566552901
test,random_anchors_same_count,47,True,0.3438566552901024,0.26535836177474403,0.3003412969283277,zero_source,0.26535836177474403,0.2150170648464164,0.07849829351535836,0.07849829351535836,0.043515358361774725,0.04436860068259386
test,random_anchors_same_count,53,True,0.3438566552901024,0.26535836177474403,0.3003412969283277,zero_source,0.26535836177474403,0.2150170648464164,0.07849829351535836,0.07849829351535836,0.043515358361774725,0.043067406143344714
test,random_anchors_same_count,59,True,0.3438566552901024,0.26535836177474403,0.3003412969283277,zero_source,0.26535836177474403,0.2150170648464164,0.07849829351535836,0.07849829351535836,0.043515358361774725,0.03880119453924915
test,random_anchors_same_count,61,True,0.3438566552901024,0.26535836177474403,0.3003412969283277,zero_source,0.26535836177474403,0.2150170648464164,0.07849829351535836,0.07849829351535836,0.043515358361774725,0.03835324232081912
test,random_anchors_same_count,67,True,0.3455631399317406,0.26535836177474403,0.3003412969283277,zero_source,0.26535836177474403,0.21416382252559726,0.08020477815699656,0.08020477815699656,0.04522184300341292,0.043515358361774746
