Loading dataset subset...
Loading SQuAD subset...
Llama hidden size: 2048, Qwen hidden size: 896
⚠️  No valid checkpoint found to resume; starting fresh.
Epoch 1/5
  step 10/512 | loss_L=3.3816 | loss_Q=5.4898 | scale_pen(L)=4.7091e-07 | scale_pen(Q)=3.1258e-07 | grad_norm=126.82 | sec/step~2.66
  step 330/512 | loss_L=1.8240 | loss_Q=1.7835 | scale_pen(L)=1.7448e-07 | scale_pen(Q)=1.1986e-06 | grad_norm=1.86 | sec/step~2.12
  step 340/512 | loss_L=1.4559 | loss_Q=1.5178 | scale_pen(L)=1.6836e-07 | scale_pen(Q)=1.3572e-06 | grad_norm=1.78 | sec/step~2.11
  step 350/512 | loss_L=1.5710 | loss_Q=1.6225 | scale_pen(L)=1.5996e-07 | scale_pen(Q)=1.3795e-06 | grad_norm=2.07 | sec/step~2.12
  step 360/512 | loss_L=1.4544 | loss_Q=1.4930 | scale_pen(L)=1.5312e-07 | scale_pen(Q)=1.5097e-06 | grad_norm=1.57 | sec/step~2.10
  step 370/512 | loss_L=1.3996 | loss_Q=1.4365 | scale_pen(L)=1.5205e-07 | scale_pen(Q)=1.6825e-06 | grad_norm=2.00 | sec/step~2.11
  step 380/512 | loss_L=1.3663 | loss_Q=1.3960 | scale_pen(L)=1.6331e-07 | scale_pen(Q)=1.7206e-06 | grad_norm=1.76 | sec/step~2.10
  step 390/512 | loss_L=1.6132 | loss_Q=1.6608 | scale_pen(L)=1.9313e-07 | scale_pen(Q)=1.9770e-06 | grad_norm=1.56 | sec/step~2.11
  step 400/512 | loss_L=1.2660 | loss_Q=1.2519 | scale_pen(L)=2.0456e-07 | scale_pen(Q)=2.1075e-06 | grad_norm=1.38 | sec/step~2.13
  [debug:L] a.scale=0.9995 | Z.std=0.9995 Z.mean||=15.9918 | p.std=0.5848 p.mean||=26.4565
  [debug:Q] a.scale=0.9985 | Z.std=0.9995 Z.mean||=15.9918 | p.std=0.5903 p.mean||=17.6617
  step 410/512 | loss_L=1.2372 | loss_Q=1.2428 | scale_pen(L)=2.0011e-07 | scale_pen(Q)=2.2050e-06 | grad_norm=2.04 | sec/step~2.12
  step 420/512 | loss_L=1.5112 | loss_Q=1.5051 | scale_pen(L)=2.4134e-07 | scale_pen(Q)=2.1888e-06 | grad_norm=1.58 | sec/step~2.11
  step 430/512 | loss_L=1.7363 | loss_Q=1.7528 | scale_pen(L)=2.7500e-07 | scale_pen(Q)=2.3114e-06 | grad_norm=1.57 | sec/step~2.10
  step 440/512 | loss_L=1.5447 | loss_Q=1.5337 | scale_pen(L)=2.2465e-07 | scale_pen(Q)=2.4849e-06 | grad_norm=1.60 | sec/step~2.10
  step 450/512 | loss_L=1.6554 | loss_Q=1.6830 | scale_pen(L)=2.4717e-07 | scale_pen(Q)=2.5582e-06 | grad_norm=1.72 | sec/step~2.11
  step 460/512 | loss_L=1.4359 | loss_Q=1.4958 | scale_pen(L)=2.0585e-07 | scale_pen(Q)=2.6219e-06 | grad_norm=1.53 | sec/step~2.11
  step 470/512 | loss_L=1.2776 | loss_Q=1.3555 | scale_pen(L)=2.3552e-07 | scale_pen(Q)=2.8544e-06 | grad_norm=1.46 | sec/step~2.12
  step 480/512 | loss_L=1.1560 | loss_Q=1.2485 | scale_pen(L)=2.3465e-07 | scale_pen(Q)=2.9817e-06 | grad_norm=1.34 | sec/step~2.14
  step 490/512 | loss_L=2.1127 | loss_Q=2.0958 | scale_pen(L)=1.5920e-07 | scale_pen(Q)=3.2192e-06 | grad_norm=2.30 | sec/step~2.12
  step 500/512 | loss_L=1.4351 | loss_Q=1.3519 | scale_pen(L)=1.3727e-07 | scale_pen(Q)=3.1001e-06 | grad_norm=1.54 | sec/step~2.13
  [debug:L] a.scale=0.9996 | Z.std=0.9995 Z.mean||=15.9919 | p.std=0.5921 p.mean||=26.7818
  [debug:Q] a.scale=0.9982 | Z.std=0.9995 Z.mean||=15.9919 | p.std=0.5953 p.mean||=17.8120
  ✅ Saved checkpoint at step 500
  step 510/512 | loss_L=1.8119 | loss_Q=1.7803 | scale_pen(L)=1.4616e-07 | scale_pen(Q)=3.2690e-06 | grad_norm=1.81 | sec/step~2.12
  step 512/512 | loss_L=1.8607 | loss_Q=1.7674 | scale_pen(L)=1.4484e-07 | scale_pen(Q)=3.2859e-06 | grad_norm=1.51 | sec/step~2.13
  [debug:L] a.scale=0.9996 | Z.std=0.9995 Z.mean||=15.9925 | p.std=0.5940 p.mean||=26.8666
  [debug:Q] a.scale=0.9982 | Z.std=0.9995 Z.mean||=15.9925 | p.std=0.5968 p.mean||=17.8554
Epoch 2/5
  step 10/512 | loss_L=1.5949 | loss_Q=1.5591 | scale_pen(L)=2.0483e-07 | scale_pen(Q)=3.5259e-06 | grad_norm=1.69 | sec/step~2.11
  step 20/512 | loss_L=1.1973 | loss_Q=1.1441 | scale_pen(L)=2.8982e-07 | scale_pen(Q)=3.8070e-06 | grad_norm=1.39 | sec/step~2.11
  step 30/512 | loss_L=1.5550 | loss_Q=1.6300 | scale_pen(L)=3.1298e-07 | scale_pen(Q)=3.8196e-06 | grad_norm=1.70 | sec/step~2.12
  step 40/512 | loss_L=1.7558 | loss_Q=1.7659 | scale_pen(L)=2.6478e-07 | scale_pen(Q)=3.8584e-06 | grad_norm=1.59 | sec/step~2.13
  step 50/512 | loss_L=1.5702 | loss_Q=1.5549 | scale_pen(L)=2.2195e-07 | scale_pen(Q)=4.2208e-06 | grad_norm=1.48 | sec/step~2.11
  step 60/512 | loss_L=1.4945 | loss_Q=1.5161 | scale_pen(L)=1.9745e-07 | scale_pen(Q)=4.2056e-06 | grad_norm=1.75 | sec/step~2.12
  step 70/512 | loss_L=1.7546 | loss_Q=1.6854 | scale_pen(L)=1.8551e-07 | scale_pen(Q)=4.5074e-06 | grad_norm=1.88 | sec/step~2.11
  step 80/512 | loss_L=1.2691 | loss_Q=1.2916 | scale_pen(L)=1.5943e-07 | scale_pen(Q)=4.6793e-06 | grad_norm=1.27 | sec/step~2.10
  step 90/512 | loss_L=1.4317 | loss_Q=1.4365 | scale_pen(L)=1.5233e-07 | scale_pen(Q)=4.7736e-06 | grad_norm=1.67 | sec/step~2.11
  step 100/512 | loss_L=1.6996 | loss_Q=1.6446 | scale_pen(L)=1.4429e-07 | scale_pen(Q)=4.8408e-06 | grad_norm=2.03 | sec/step~2.09
  [debug:L] a.scale=0.9996 | Z.std=0.9995 Z.mean||=15.9923 | p.std=0.5991 p.mean||=27.0939
  [debug:Q] a.scale=0.9978 | Z.std=0.9995 Z.mean||=15.9923 | p.std=0.5993 p.mean||=17.9294
  step 110/512 | loss_L=1.2855 | loss_Q=1.2352 | scale_pen(L)=1.3665e-07 | scale_pen(Q)=5.0061e-06 | grad_norm=1.42 | sec/step~2.10
  step 120/512 | loss_L=1.4297 | loss_Q=1.4184 | scale_pen(L)=1.2088e-07 | scale_pen(Q)=5.4081e-06 | grad_norm=1.30 | sec/step~2.10
  step 130/512 | loss_L=1.3378 | loss_Q=1.3947 | scale_pen(L)=1.3293e-07 | scale_pen(Q)=5.7233e-06 | grad_norm=1.20 | sec/step~2.11
  step 140/512 | loss_L=1.3729 | loss_Q=1.3410 | scale_pen(L)=1.4285e-07 | scale_pen(Q)=5.8720e-06 | grad_norm=1.39 | sec/step~2.10
  step 150/512 | loss_L=1.2723 | loss_Q=1.3355 | scale_pen(L)=1.3463e-07 | scale_pen(Q)=6.7063e-06 | grad_norm=1.49 | sec/step~2.10
  step 160/512 | loss_L=1.2556 | loss_Q=1.2173 | scale_pen(L)=1.1567e-07 | scale_pen(Q)=7.3624e-06 | grad_norm=1.71 | sec/step~2.13
  step 170/512 | loss_L=1.9524 | loss_Q=2.0507 | scale_pen(L)=1.1968e-07 | scale_pen(Q)=7.2182e-06 | grad_norm=1.97 | sec/step~2.12
  step 180/512 | loss_L=1.4587 | loss_Q=1.5275 | scale_pen(L)=1.0916e-07 | scale_pen(Q)=7.1362e-06 | grad_norm=1.51 | sec/step~2.11
  step 190/512 | loss_L=1.6183 | loss_Q=1.6224 | scale_pen(L)=1.0040e-07 | scale_pen(Q)=7.3628e-06 | grad_norm=1.24 | sec/step~2.10
  step 200/512 | loss_L=1.2262 | loss_Q=1.2394 | scale_pen(L)=1.0066e-07 | scale_pen(Q)=7.5336e-06 | grad_norm=1.11 | sec/step~2.11
  [debug:L] a.scale=0.9997 | Z.std=0.9995 Z.mean||=15.9921 | p.std=0.6035 p.mean||=27.2850
  [debug:Q] a.scale=0.9973 | Z.std=0.9995 Z.mean||=15.9921 | p.std=0.6026 p.mean||=18.0283
  step 210/512 | loss_L=1.3886 | loss_Q=1.4449 | scale_pen(L)=8.7508e-08 | scale_pen(Q)=7.5319e-06 | grad_norm=1.35 | sec/step~2.10
  step 220/512 | loss_L=1.4064 | loss_Q=1.3834 | scale_pen(L)=8.4329e-08 | scale_pen(Q)=7.7979e-06 | grad_norm=1.79 | sec/step~2.10
  step 230/512 | loss_L=1.6960 | loss_Q=1.6780 | scale_pen(L)=7.9552e-08 | scale_pen(Q)=7.9219e-06 | grad_norm=1.48 | sec/step~2.10
  step 240/512 | loss_L=1.7335 | loss_Q=1.7413 | scale_pen(L)=8.2675e-08 | scale_pen(Q)=7.9142e-06 | grad_norm=2.00 | sec/step~2.10
  step 250/512 | loss_L=1.7133 | loss_Q=1.8430 | scale_pen(L)=1.0599e-07 | scale_pen(Q)=7.7163e-06 | grad_norm=1.54 | sec/step~2.10
  step 260/512 | loss_L=1.4270 | loss_Q=1.3985 | scale_pen(L)=9.9909e-08 | scale_pen(Q)=7.6964e-06 | grad_norm=1.44 | sec/step~2.10
  step 270/512 | loss_L=1.2885 | loss_Q=1.3048 | scale_pen(L)=7.2230e-08 | scale_pen(Q)=7.5778e-06 | grad_norm=1.24 | sec/step~2.10
  step 280/512 | loss_L=1.3038 | loss_Q=1.3590 | scale_pen(L)=6.1748e-08 | scale_pen(Q)=7.7086e-06 | grad_norm=1.26 | sec/step~2.10
  step 290/512 | loss_L=1.2692 | loss_Q=1.2432 | scale_pen(L)=5.4843e-08 | scale_pen(Q)=7.6327e-06 | grad_norm=1.38 | sec/step~2.10
  step 300/512 | loss_L=1.6145 | loss_Q=1.5991 | scale_pen(L)=5.4398e-08 | scale_pen(Q)=7.1349e-06 | grad_norm=1.21 | sec/step~2.10
  [debug:L] a.scale=0.9998 | Z.std=0.9996 Z.mean||=15.9927 | p.std=0.6070 p.mean||=27.4411
  [debug:Q] a.scale=0.9973 | Z.std=0.9996 Z.mean||=15.9927 | p.std=0.6069 p.mean||=18.1540
  step 310/512 | loss_L=1.3295 | loss_Q=1.3203 | scale_pen(L)=4.1505e-08 | scale_pen(Q)=7.3140e-06 | grad_norm=1.37 | sec/step~2.10
  step 320/512 | loss_L=1.3472 | loss_Q=1.4413 | scale_pen(L)=1.7810e-08 | scale_pen(Q)=7.4578e-06 | grad_norm=1.49 | sec/step~2.10
  step 330/512 | loss_L=1.3745 | loss_Q=1.3773 | scale_pen(L)=1.3343e-08 | scale_pen(Q)=7.7793e-06 | grad_norm=1.21 | sec/step~2.10
  step 340/512 | loss_L=1.4741 | loss_Q=1.5049 | scale_pen(L)=9.9200e-09 | scale_pen(Q)=7.7123e-06 | grad_norm=1.26 | sec/step~2.10
  step 350/512 | loss_L=1.6357 | loss_Q=1.6199 | scale_pen(L)=1.7762e-08 | scale_pen(Q)=7.3679e-06 | grad_norm=1.47 | sec/step~2.11
  step 360/512 | loss_L=1.8284 | loss_Q=1.7435 | scale_pen(L)=7.8874e-09 | scale_pen(Q)=7.8089e-06 | grad_norm=2.03 | sec/step~2.11
  step 370/512 | loss_L=1.3820 | loss_Q=1.3601 | scale_pen(L)=1.5997e-08 | scale_pen(Q)=8.2193e-06 | grad_norm=1.39 | sec/step~2.10
  step 380/512 | loss_L=1.6147 | loss_Q=1.6446 | scale_pen(L)=2.8273e-08 | scale_pen(Q)=8.6016e-06 | grad_norm=1.32 | sec/step~2.10
  step 390/512 | loss_L=1.2567 | loss_Q=1.2715 | scale_pen(L)=5.4453e-08 | scale_pen(Q)=8.5670e-06 | grad_norm=1.15 | sec/step~2.11
  step 400/512 | loss_L=1.3080 | loss_Q=1.2193 | scale_pen(L)=4.9217e-08 | scale_pen(Q)=8.5102e-06 | grad_norm=1.26 | sec/step~2.10
  [debug:L] a.scale=0.9998 | Z.std=0.9995 Z.mean||=15.9922 | p.std=0.6112 p.mean||=27.6298
  [debug:Q] a.scale=0.9971 | Z.std=0.9995 Z.mean||=15.9922 | p.std=0.6085 p.mean||=18.2023
  step 410/512 | loss_L=1.3960 | loss_Q=1.3774 | scale_pen(L)=4.8847e-08 | scale_pen(Q)=8.9955e-06 | grad_norm=1.37 | sec/step~2.11
  step 420/512 | loss_L=1.7321 | loss_Q=1.7444 | scale_pen(L)=3.3702e-08 | scale_pen(Q)=9.2929e-06 | grad_norm=1.77 | sec/step~2.10
  step 430/512 | loss_L=1.2581 | loss_Q=1.2313 | scale_pen(L)=2.1169e-08 | scale_pen(Q)=9.4179e-06 | grad_norm=1.61 | sec/step~2.10
  step 440/512 | loss_L=1.3371 | loss_Q=1.3767 | scale_pen(L)=1.7620e-08 | scale_pen(Q)=8.7304e-06 | grad_norm=1.31 | sec/step~2.10
  step 450/512 | loss_L=1.0755 | loss_Q=1.0760 | scale_pen(L)=3.5814e-08 | scale_pen(Q)=8.2665e-06 | grad_norm=1.31 | sec/step~2.11
  step 460/512 | loss_L=1.8729 | loss_Q=1.9203 | scale_pen(L)=2.6304e-08 | scale_pen(Q)=8.2541e-06 | grad_norm=1.85 | sec/step~2.11
  step 470/512 | loss_L=1.2704 | loss_Q=1.3027 | scale_pen(L)=6.4556e-09 | scale_pen(Q)=8.4831e-06 | grad_norm=1.11 | sec/step~2.10
  step 480/512 | loss_L=1.4110 | loss_Q=1.4002 | scale_pen(L)=2.3022e-09 | scale_pen(Q)=8.4533e-06 | grad_norm=1.23 | sec/step~2.10
  ✅ Saved checkpoint at step 1000
  step 490/512 | loss_L=1.6827 | loss_Q=1.6019 | scale_pen(L)=3.1592e-09 | scale_pen(Q)=8.4925e-06 | grad_norm=1.48 | sec/step~2.10
  step 500/512 | loss_L=1.3133 | loss_Q=1.4212 | scale_pen(L)=9.3007e-09 | scale_pen(Q)=8.4630e-06 | grad_norm=1.30 | sec/step~2.11
  [debug:L] a.scale=0.9999 | Z.std=0.9995 Z.mean||=15.9916 | p.std=0.6154 p.mean||=27.8133
  [debug:Q] a.scale=0.9971 | Z.std=0.9995 Z.mean||=15.9916 | p.std=0.6108 p.mean||=18.2689
  step 510/512 | loss_L=1.2538 | loss_Q=1.2326 | scale_pen(L)=5.2792e-09 | scale_pen(Q)=8.5436e-06 | grad_norm=1.29 | sec/step~2.10
  step 512/512 | loss_L=1.2161 | loss_Q=1.1924 | scale_pen(L)=3.5456e-09 | scale_pen(Q)=8.5238e-06 | grad_norm=0.95 | sec/step~2.11
  [debug:L] a.scale=0.9999 | Z.std=0.9996 Z.mean||=15.9928 | p.std=0.6163 p.mean||=27.8553
  [debug:Q] a.scale=0.9971 | Z.std=0.9996 Z.mean||=15.9928 | p.std=0.6136 p.mean||=18.3555
Epoch 3/5
  step 10/512 | loss_L=1.3226 | loss_Q=1.3566 | scale_pen(L)=1.4552e-09 | scale_pen(Q)=8.6664e-06 | grad_norm=2.01 | sec/step~2.11
  step 20/512 | loss_L=1.2790 | loss_Q=1.2949 | scale_pen(L)=3.6380e-10 | scale_pen(Q)=8.7005e-06 | grad_norm=1.64 | sec/step~2.10
  step 30/512 | loss_L=1.5780 | loss_Q=1.5273 | scale_pen(L)=4.2988e-11 | scale_pen(Q)=8.8321e-06 | grad_norm=1.22 | sec/step~2.11
  step 40/512 | loss_L=1.6419 | loss_Q=1.7181 | scale_pen(L)=3.3842e-09 | scale_pen(Q)=9.1142e-06 | grad_norm=1.60 | sec/step~2.10
  step 50/512 | loss_L=1.4330 | loss_Q=1.3695 | scale_pen(L)=6.0318e-09 | scale_pen(Q)=9.0295e-06 | grad_norm=1.88 | sec/step~2.11
  step 60/512 | loss_L=1.3659 | loss_Q=1.3157 | scale_pen(L)=6.3317e-09 | scale_pen(Q)=8.6149e-06 | grad_norm=1.65 | sec/step~2.11
  step 70/512 | loss_L=1.8490 | loss_Q=1.8186 | scale_pen(L)=1.3690e-08 | scale_pen(Q)=8.2956e-06 | grad_norm=1.79 | sec/step~2.11
  step 80/512 | loss_L=1.5368 | loss_Q=1.5087 | scale_pen(L)=1.8162e-08 | scale_pen(Q)=8.2111e-06 | grad_norm=1.65 | sec/step~2.11
  step 90/512 | loss_L=1.6080 | loss_Q=1.5106 | scale_pen(L)=2.1500e-08 | scale_pen(Q)=8.6962e-06 | grad_norm=1.37 | sec/step~2.10
  step 100/512 | loss_L=1.7098 | loss_Q=1.7556 | scale_pen(L)=2.2027e-08 | scale_pen(Q)=8.4800e-06 | grad_norm=1.69 | sec/step~2.10
  [debug:L] a.scale=0.9999 | Z.std=0.9995 Z.mean||=15.9917 | p.std=0.6193 p.mean||=27.9843
  [debug:Q] a.scale=0.9971 | Z.std=0.9995 Z.mean||=15.9917 | p.std=0.6153 p.mean||=18.4020
  step 110/512 | loss_L=1.3688 | loss_Q=1.4433 | scale_pen(L)=2.0515e-08 | scale_pen(Q)=8.5109e-06 | grad_norm=1.28 | sec/step~2.10
  step 120/512 | loss_L=1.5988 | loss_Q=1.6459 | scale_pen(L)=1.7858e-08 | scale_pen(Q)=8.7114e-06 | grad_norm=1.45 | sec/step~2.10
  step 130/512 | loss_L=1.5073 | loss_Q=1.4865 | scale_pen(L)=9.7075e-09 | scale_pen(Q)=8.4162e-06 | grad_norm=1.54 | sec/step~2.10
  step 140/512 | loss_L=1.4046 | loss_Q=1.3734 | scale_pen(L)=1.0486e-08 | scale_pen(Q)=7.8844e-06 | grad_norm=1.80 | sec/step~2.10
  step 150/512 | loss_L=1.5016 | loss_Q=1.3999 | scale_pen(L)=1.4197e-08 | scale_pen(Q)=7.5929e-06 | grad_norm=1.29 | sec/step~2.11
  step 160/512 | loss_L=1.3436 | loss_Q=1.3239 | scale_pen(L)=1.8501e-08 | scale_pen(Q)=7.8076e-06 | grad_norm=1.41 | sec/step~2.11
  step 170/512 | loss_L=1.2755 | loss_Q=1.3310 | scale_pen(L)=2.0927e-08 | scale_pen(Q)=8.0395e-06 | grad_norm=1.26 | sec/step~2.10
  step 180/512 | loss_L=1.1743 | loss_Q=1.1778 | scale_pen(L)=9.0382e-09 | scale_pen(Q)=8.4041e-06 | grad_norm=2.42 | sec/step~2.10
  step 190/512 | loss_L=1.6091 | loss_Q=1.5566 | scale_pen(L)=6.0782e-09 | scale_pen(Q)=7.9323e-06 | grad_norm=1.45 | sec/step~2.10
  step 200/512 | loss_L=1.4160 | loss_Q=1.4421 | scale_pen(L)=1.4689e-09 | scale_pen(Q)=7.1502e-06 | grad_norm=1.14 | sec/step~2.10
  [debug:L] a.scale=1.0000 | Z.std=0.9994 Z.mean||=15.9910 | p.std=0.6226 p.mean||=28.1272
  [debug:Q] a.scale=0.9973 | Z.std=0.9994 Z.mean||=15.9910 | p.std=0.6175 p.mean||=18.4672
  step 210/512 | loss_L=1.4740 | loss_Q=1.4775 | scale_pen(L)=3.4584e-10 | scale_pen(Q)=6.5977e-06 | grad_norm=1.44 | sec/step~2.10
  step 220/512 | loss_L=1.2689 | loss_Q=1.3230 | scale_pen(L)=1.4211e-10 | scale_pen(Q)=6.9348e-06 | grad_norm=1.66 | sec/step~2.11
  step 230/512 | loss_L=1.1840 | loss_Q=1.1265 | scale_pen(L)=5.1572e-10 | scale_pen(Q)=6.8978e-06 | grad_norm=0.98 | sec/step~2.10
  step 240/512 | loss_L=1.3693 | loss_Q=1.3403 | scale_pen(L)=7.0037e-10 | scale_pen(Q)=6.8571e-06 | grad_norm=1.19 | sec/step~2.11
  step 250/512 | loss_L=1.8882 | loss_Q=1.7864 | scale_pen(L)=1.2557e-10 | scale_pen(Q)=7.0942e-06 | grad_norm=1.61 | sec/step~2.15
  step 260/512 | loss_L=1.4492 | loss_Q=1.4920 | scale_pen(L)=3.6745e-09 | scale_pen(Q)=7.9313e-06 | grad_norm=1.60 | sec/step~2.19
  step 270/512 | loss_L=1.4492 | loss_Q=1.4580 | scale_pen(L)=4.8136e-09 | scale_pen(Q)=8.6068e-06 | grad_norm=1.45 | sec/step~2.18
  step 280/512 | loss_L=1.5348 | loss_Q=1.4330 | scale_pen(L)=6.8741e-09 | scale_pen(Q)=9.6335e-06 | grad_norm=1.16 | sec/step~2.19
  step 290/512 | loss_L=1.5346 | loss_Q=1.5001 | scale_pen(L)=9.6254e-09 | scale_pen(Q)=9.9254e-06 | grad_norm=1.61 | sec/step~2.19
  step 300/512 | loss_L=1.3740 | loss_Q=1.3913 | scale_pen(L)=1.5474e-08 | scale_pen(Q)=1.0095e-05 | grad_norm=1.39 | sec/step~2.19
  [debug:L] a.scale=0.9999 | Z.std=0.9994 Z.mean||=15.9905 | p.std=0.6256 p.mean||=28.2569
  [debug:Q] a.scale=0.9968 | Z.std=0.9994 Z.mean||=15.9905 | p.std=0.6196 p.mean||=18.5293
