seed,condition,base_accuracy,target_public_accuracy,receiver_accuracy,receiver_minus_base,receiver_minus_target_public,ci95_low_vs_base,ci95_high_vs_base,override_rate,help_count,harm_count
59,target_public_ridge,0.2773037542662116,0.2773037542662116,0.2773037542662116,0.0,0.0,0.0,0.0,0.0,0,0
59,zero_source,0.26535836177474403,0.2773037542662116,0.26535836177474403,0.0,-0.011945392491467578,0.0,0.0,0.0,0,0
59,shuffled_source_packet,0.23976109215017063,0.2773037542662116,0.23976109215017063,0.0,-0.03754266211604096,0.0,0.0,0.0008532423208191126,0,0
59,random_same_byte_packet,0.25,0.2773037542662116,0.25,0.0,-0.027303754266211604,0.0,0.0,0.0,0,0
59,target_derived_sidecar,0.2645051194539249,0.2773037542662116,0.26535836177474403,0.0008532423208191126,-0.011945392491467578,-0.00938566552901024,0.011092150170648464,0.25597269624573377,19,18
59,candidate_derangement,0.2158703071672355,0.2773037542662116,0.21928327645051193,0.0034129692832764505,-0.05802047781569966,-0.005119453924914676,0.012798634812286689,0.27474402730375425,17,13
59,label_permutation,0.3430034129692833,0.2773037542662116,0.32337883959044367,-0.01962457337883959,0.04607508532423208,-0.031569965870307165,-0.007679180887372013,0.2977815699658703,15,38
61,matched_source_private_packet,0.3438566552901024,0.2773037542662116,0.3319112627986348,-0.011945392491467578,0.05460750853242321,-0.02303754266211604,0.0,0.33447098976109213,17,31
61,source_label_copy,0.3455631399317406,0.2773037542662116,0.3455631399317406,0.0,0.06825938566552901,0.0,0.0,0.24146757679180889,0,0
61,same_byte_structured_text,0.310580204778157,0.2773037542662116,0.25597269624573377,-0.05460750853242321,-0.021331058020477817,-0.08873720136518772,-0.021331058020477817,0.8668941979522184,166,230
61,target_public_ridge,0.2773037542662116,0.2773037542662116,0.2773037542662116,0.0,0.0,0.0,0.0,0.9351535836177475,0,0
61,zero_source,0.26535836177474403,0.2773037542662116,0.26535836177474403,0.0,-0.011945392491467578,0.0,0.0,0.2167235494880546,0,0
61,shuffled_source_packet,0.2790102389078498,0.2773037542662116,0.2790102389078498,0.0,0.0017064846416382253,0.0,0.0,0.2354948805460751,0,0
61,random_same_byte_packet,0.25341296928327645,0.2773037542662116,0.25341296928327645,0.0,-0.023890784982935155,0.0,0.0,0.25,0,0
61,target_derived_sidecar,0.26535836177474403,0.2773037542662116,0.26621160409556316,0.0008532423208191126,-0.011092150170648464,-0.007679180887372013,0.00938566552901024,0.3003412969283277,15,14
61,candidate_derangement,0.2150170648464164,0.2773037542662116,0.2158703071672355,0.0008532423208191126,-0.06143344709897611,-0.010238907849829351,0.011092150170648464,0.3242320819112628,21,20
61,label_permutation,0.3438566552901024,0.2773037542662116,0.3319112627986348,-0.011945392491467578,0.05460750853242321,-0.023890784982935155,-0.0008532423208191126,0.33447098976109213,17,31
67,matched_source_private_packet,0.3438566552901024,0.2773037542662116,0.31313993174061433,-0.030716723549488054,0.03583617747440273,-0.04692832764505119,-0.013651877133105802,0.4180887372013652,32,68
67,source_label_copy,0.3455631399317406,0.2773037542662116,0.3455631399317406,0.0,0.06825938566552901,0.0,0.0,0.26023890784982934,0,0
67,same_byte_structured_text,0.310580204778157,0.2773037542662116,0.25597269624573377,-0.05460750853242321,-0.021331058020477817,-0.08703071672354949,-0.021331058020477817,0.8686006825938567,166,230
67,target_public_ridge,0.2773037542662116,0.2773037542662116,0.2773037542662116,0.0,0.0,0.0,0.0,0.9607508532423208,0,0
67,zero_source,0.26535836177474403,0.2773037542662116,0.26535836177474403,0.0,-0.011945392491467578,0.0,0.0,0.23464163822525597,0,0
67,shuffled_source_packet,0.23464163822525597,0.2773037542662116,0.23464163822525597,0.0,-0.042662116040955635,0.0,0.0,0.2226962457337884,0,0
67,random_same_byte_packet,0.2627986348122867,0.2773037542662116,0.2627986348122867,0.0,-0.014505119453924915,0.0,0.0,0.2440273037542662,0,0
67,target_derived_sidecar,0.26535836177474403,0.2773037542662116,0.2687713310580205,0.0034129692832764505,-0.008532423208191127,-0.011092150170648464,0.01877133105802048,0.38993174061433444,44,40
67,candidate_derangement,0.2150170648464164,0.2773037542662116,0.21245733788395904,-0.002559726962457338,-0.06484641638225255,-0.017064846416382253,0.013651877133105802,0.3993174061433447,38,41
67,label_permutation,0.3438566552901024,0.2773037542662116,0.31313993174061433,-0.030716723549488054,0.03583617747440273,-0.04778156996587031,-0.015358361774744027,0.4180887372013652,32,68
