experiment_id,model,method,baseline,trace_id,prompt_id,task,seed,L_bf16,L_static,L_method,recoverable_gap,no_gap_flag,recovery_unclipped,recovery_clipped_optional,tokens_generated,final_decode_position,notes
14_decdec_proxy,Granite,decdec_reactive_top1_proxy,static_1pct,0,opencompass_AIME2025_I_0,AIME-2025,,0.0018152593644025217,0.0006273773848011199,0.0006347274628417665,-0.0011893337179100794,True,,,512,10000,perplexity_bf16=1.0018169079450654; perplexity_static=1.0006275742271553; perplexity_method=1.0006349289449443
14_decdec_proxy,Granite,decdec_reactive_top1_proxy,static_1pct,8,opencompass_AIME2025_I_8,AIME-2025,,0.0751182941668036,0.21070662349732472,0.2072578635818974,0.15653844809851214,False,0.027152010227528556,0.027152010227528556,512,10000,perplexity_bf16=1.0780116658341599; perplexity_static=1.234550113932672; perplexity_method=1.2302997803888998
14_decdec_proxy,Granite,random_reactive_top1,static_1pct,8,opencompass_AIME2025_I_8,AIME-2025,,0.0751182941668036,0.21070662349732472,0.37898147548545835,0.15653844809851214,False,-1.4453053787875558,0.0,512,10000,perplexity_bf16=1.0780116658341599; perplexity_static=1.234550113932672; perplexity_method=1.4607959749565083
14_decdec_proxy,Granite,static_top10,static_1pct,8,opencompass_AIME2025_I_8,AIME-2025,,0.0751182941668036,0.21070662349732472,0.1789120685324927,0.15653844809851214,False,0.2468053917081915,0.2468053917081915,512,10000,perplexity_bf16=1.0780116658341599; perplexity_static=1.234550113932672; perplexity_method=1.1959155809323263
14_decdec_proxy,Granite,decdec_reactive_top1_proxy,static_1pct,9,opencompass_AIME2025_I_9,AIME-2025,,0.00010308439202888486,0.0008578192632036075,0.0003490574152821002,0.0007550975899679457,False,0.6741763703501289,0.6741763703501289,512,10000,perplexity_bf16=1.0001030897054073; perplexity_static=1.0008581872953752; perplexity_method=1.0003491183429105
14_decdec_proxy,Granite,random_reactive_top1,static_1pct,9,opencompass_AIME2025_I_9,AIME-2025,,0.00010308439202888486,0.0008578192632036075,0.15436522262294972,0.0007550975899679457,False,-219.917012526276,0.0,512,10000,perplexity_bf16=1.0001030897054073; perplexity_static=1.0008581872953752; perplexity_method=1.1669169934469168
14_decdec_proxy,Granite,static_top10,static_1pct,9,opencompass_AIME2025_I_9,AIME-2025,,0.00010308439202888486,0.0008578192632036075,0.00039185641352101896,0.0007550975899679457,False,0.6174752804074675,0.6174752804074675,512,10000,perplexity_bf16=1.0001030897054073; perplexity_static=1.0008581872953752; perplexity_method=1.0003919331992748
14_decdec_proxy,Granite,decdec_reactive_top1_proxy,static_1pct,10,opencompass_AIME2025_I_10,AIME-2025,,0.020703398236064152,0.14321868602370302,0.13059511765929432,0.13306293354753373,False,0.10878921379182616,0.10878921379182616,512,10000,perplexity_bf16=1.0209192002909848; perplexity_static=1.1539821338385186; perplexity_method=1.1395063219130483
14_decdec_proxy,Granite,random_reactive_top1,static_1pct,10,opencompass_AIME2025_I_10,AIME-2025,,0.020703398236064152,0.14321868602370302,0.20576286638145824,0.13306293354753373,False,-0.5597330828554168,0.0,512,10000,perplexity_bf16=1.0209192002909848; perplexity_static=1.1539821338385186; perplexity_method=1.228461859846865
14_decdec_proxy,Granite,static_top10,static_1pct,10,opencompass_AIME2025_I_10,AIME-2025,,0.020703398236064152,0.14321868602370302,0.10883967397363338,0.13306293354753373,False,0.29308356334997165,0.29308356334997165,512,10000,perplexity_bf16=1.0209192002909848; perplexity_static=1.1539821338385186; perplexity_method=1.1149835751246069
14_decdec_proxy,Granite,decdec_reactive_top1_proxy,static_1pct,11,opencompass_AIME2025_I_11,AIME-2025,,0.0013811333269134751,0.000189867078984704,0.0007601121581203851,-0.0011922024259112263,True,,,512,10000,perplexity_bf16=1.0013820875307906; perplexity_static=1.0001898851048794; perplexity_method=1.0007604011165758
14_decdec_proxy,Granite,random_reactive_top1,static_1pct,11,opencompass_AIME2025_I_11,AIME-2025,,0.0013811333269134751,0.000189867078984704,0.2376237984850355,-0.0011922024259112263,True,,,512,10000,perplexity_bf16=1.0013820875307906; perplexity_static=1.0001898851048794; perplexity_method=1.2682319922719343
14_decdec_proxy,Granite,static_top10,static_1pct,11,opencompass_AIME2025_I_11,AIME-2025,,0.0013811333269134751,0.000189867078984704,0.00028695739269163356,-0.0011922024259112263,True,,,512,10000,perplexity_bf16=1.0013820875307906; perplexity_static=1.0001898851048794; perplexity_method=1.0002869985689027
